text,label
i 'm watching & quot ; whose wedding is it anyway & quot ; and i 'm getting a little depressed .,0
username there are no words . hope you were able to encourage them .,0
one more week and i 'm orf to japan i think i could use the change of scenery .,4
how is it monday morning already ... ?,0
username and this is very dangerous when thy turn gas on back ! ! !,0
username well i think you rock,4
just got back from the sounds game . we lost,0
no one is online,0
username thanks totally fine if it 's in a lesbian way too !,4
ashley hugged me again . forgot 2 ask her until now . she liked my & quot ; little red dress & quot ; song lyrics . it 's gon na hurt so bad 2 see her leave .,0
"awake and up , it all quiet in the house today ! bugger it my hand really hurts this morning .",0
is feeling very sorry for herself as her head is killing,0
username just remembered to check and i do not think our pokens connected . bummer ! my poken remains friendless .,0
gunna take some sweet photos of my sweet ass car tomorrow and sell it so i can get an even sweeter car,4
username oh it was quite amusing ! lol mostly the part where my bro in law fell off the hammock,4
username thanks pam ... i think we are all anxious to hear it !,4
username its rainy and nasty for like a million days .. im getting pale !,0
fighting with sfform and some half baked plugins,0
username i do n't think imma be able tonite but we figure something out for this week,0
2nd fml moment this week ! ahwell still had fun ( :,0
"we 'll miss you , rodney harrison ( please do n't pull a brett favre ! ) url",0
love is a joke with no punch line,0
you know thode days where you just hate everyone and everything ? yea i 'm pretty sure i 'm having one of those,0
ok off to pick up g-luv ... hoping today i do n't walk in to school to have him crying on the floor . that breaks my heart into pieces ! ! ! ! ! !,0
username sorry g-ma 's are the best !,0
username aww aha it 's my life ambition to be on cops at least once once before i die .,0
"username d thing wid me is , .. i m very impatient , ..",0
"username thank u i m feeling better today though and ur werwolf story was awesome , do u write a lot of scary stuff ? i love scary stuff !",4
"username ahh , i c ... that 's a whole new dimension alright",4
this thing ? i dont even tweet that much . do i ? i am now painting my nails * black * and listening to blink . ugh ... i have a huge headache .,0
in class,0
i do n't care about this stupid girl .. i love someone else but maybe tomorrow is the last day when i can see him that 's awful,0
headache username woke me up with her cackle of a laugh,0
"i 've lost power three times now today and it 's only 9am . currently , we 're up , but do n't know for how long .",0
whos gon na watch grey 's anatomy with me tonight ? got my kleenex ready cuz i know theyre gon na break my heart,0
gosh i soo wan na watch 90210 and reaper but the episodes are n't out,0
username all i could remember is the smell of the 'valicha ' sambar of our canteen !,0
username ha ha ! thank you that really helped . i just got my email too . they havent charged my credit card yet though,0
username well i guess busy is good ! what are your weekend plans ?,4
i am crying out for change . change to free internet ! i have none,0
username lol ! i have to have brunch first . well done on your bike ride . am impressed,4
new canteen / cafeteria meaning the management has changed ..,4
username you learn something new everyday how are youu ?,4
planning on how to spend the last two weeks of my vacation .. i do n't want the next semester to start yet . haha .,4
"username crap ! forgot to turn the tv over have i totally missed them ? ! i have a customer in reception , wonder if i can turn it over ? !",0
"username username he 's funny on the radio ! get the nooww shoow ! podcast . not keen on the intro , love the content .",4
username if you got it from ubuntu then the mozilla-supplied update feature does n't work . you have to wait for ubuntu to update it .,0
i think its time for bed . i hope i wake up to some happy text messages from my frans . & lt ; 3,4
@ trishvici0us,0
"username now now , that 's 18 months away and i do n't know that username is a regular reader anyway ...",4
really =p yeah i was last year in england ( oxfort and london ) i love this city,4
i 'm watching malibu 's most wanted ..... orlando tv sux !,4
so watching fox & amp ; friends in the am and as they introduce one of the women she decides to cross her legs and completely expose herself .,4
woke up on the wrong side of the bed this morning totally not in the mood ...,0
"umm . did not see that one coming , lol ...",4
home time now damn light rain is making it hard to tweet while i walk url,0
"good morning twitterland ! ! be safe , have wonderful day , and god bless ! !",4
"reading top gear test drive directory , cant afford new motor though",0
shares url ( archuleta and cook 's concert ) url,4
i always end up as the baby and not the loved one .,0
everyone have a good day - looks like i will be doing a major blogging on rogueware in a tweet near you !,4
"my freakin ' calves hurt , from walking the stadium stairs with username on sat .",0
"i now have 3 new videos on my ipod , i delted a few so i could replace them",0
at home bored i have nothing to do today,0
"username aww man that sucks when are you going to be off ? , i 'll be shopping this weekend yay !",0
mani and pedi date with stank,4
username sounds like i must be doing a good job with my social media presence as well as with my academic advising gig ...,4
username your welcome . i am currently listening to my new silverstein cd ! i love itt . you ?,4
username * nods nervously * okay so hikki was right . match made in heaven . point taken . thanks !,4
username really ! that 's interesting.too bad they did n't give me a people mag i might have been able to accept the fact that it 's gone !,4
"username lol . well , you wo n't die if you skip one meal ..",4
dear ipod : pls to be coming back to me nao . where are you ? i ca n't find youu . do n't be lost !,0
username thank you . my baby is growing up . he thinks this means he 's a man . at eight,4
"username u r great , girly.i wish i could get 2 one of your shows 2 meet u.i cant afford 2 travel.life is horrible 4 me right now .",0
is in ponte 2 meet mummy 4 coffee n catch up !,4
username i used to be deathly allergic most my life . now im scotch free . but eating to much of it made me sick today,0
username i 've done that before . d : i was only able to use my laptop for 40 minutes or so . i was n't able to go back for it .,0
no not really,0
alright its 4am . off to bed . talk to u all later,4
another loser : i 'm happy kalkata knight riders lost the game ? ? ? ? & amp ; # 244 .. url,4
"could still go see phil wickham , but now i 'm just tired",0
my throat hurts,0
"username you need a dv cam , a computer and software to digitize .",4
username it 's true follow mee,4
"overwhelming evening leads to early sleep & amp ; oversleeping . it 's friday , though , & amp ; the party 's tonight . come if you 'd like . dm for details .",4
